Opportunities.Opportunity Owner Name,Opportunities.Budget,Opportunities.Campaign Name,Opportunities.Close %
Sanjay Shah,3750,Monthly Newsletter,0.3333333333333333
Sanjay Shah,3750,New Product Releases,1
Sanjay Shah,3125,,0.2727272727272727
Sanjay Shah,3125,Consumer Tradeshow,1
Sanjay Shah,3125,Customer Care Campaign,0.5
Sanjay Shah,3125,Monthly Newsletter,1
Sanjay Shah,1750,,0.4166666666666667
Sanjay Shah,1750,Monthly Newsletter,0.2
Sanjay Shah,1625,,0.21428571428571427
Sanjay Shah,1625,Consumer Tradeshow,1
Sanjay Shah,1625,Monthly Newsletter,1
Sanjay Shah,375,,0.3333333333333333
Sanjay Shah,875,,0.375
Sanjay Shah,2250,,0.5
Sanjay Shah,3250,,0.2727272727272727
Sanjay Shah,3250,Customer Follow-up,1
Sanjay Shah,3250,Market Trends Newsletter,1
Sanjay Shah,4125,,0.3333333333333333
Sanjay Shah,4125,Customer Follow-up,1
Sanjay Shah,4125,New Product Releases,1
Sanjay Shah,4000,,0.18181818181818182
Sanjay Shah,4000,Consumer Tradeshow,1
Sanjay Shah,4000,Customer Care Campaign,1
Sanjay Shah,4000,Customer Follow-up,1
Sanjay Shah,4000,Monthly Newsletter,0.5
Sanjay Shah,1500,,0.35714285714285715
Sanjay Shah,3875,,0.2
Sanjay Shah,3875,Consumer Tradeshow,1
Sanjay Shah,3875,Monthly Newsletter,0.6666666666666666
Sanjay Shah,3875,New Product Releases,1
Sanjay Shah,1375,,0.25
Sanjay Shah,1375,Customer Care Campaign,1
Sanjay Shah,1375,Monthly Newsletter,0.25
Sanjay Shah,3500,,0.2857142857142857
Sanjay Shah,3500,Market Trends Newsletter,0.5
Sanjay Shah,4375,,0.07692307692307693
Sanjay Shah,4375,Customer Follow-up,1
Sanjay Shah,4375,Market Trends Newsletter,1
Sanjay Shah,4250,,0.19047619047619047
Sanjay Shah,4250,Customer Care Campaign,0.25
Sanjay Shah,4250,New Product Releases,1
Sanjay Shah,1125,,0.2
Sanjay Shah,2750,,0.1111111111111111
Sanjay Shah,5250,Consumer Tradeshow,1
Sanjay Shah,3000,Consumer Tradeshow,1
Sanjay Shah,3000,Customer Care Campaign,0.75
Sanjay Shah,2875,Consumer Tradeshow,0.5
Sanjay Shah,2875,Market Trends Newsletter,1
Sanjay Shah,2875,New Product Releases,0.5
Sanjay Shah,5625,New Product Releases,1
Sanjay Shah,5125,New Product Releases,1
